Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
8747, 8045, 14000, 17240, 17195, 9363, 5219, 6878, 7344
7840, 7911, 14397, 16258, 16240, 8979, 13385, 27062, 10485
8685, 9557, 13825, 16136, 16887, 9333, 4972, 5603, 7102
7654, 9159, 13823, 17553, 17172, 8720, 5590, 5359, 7090
7972, 9222, 16205, 18572, 16111, 8484, 5449, 5320, 6848
7611, 8651, 16789, 17202, 16440, 8424, 5997, 5449, 8515
7805, 8466, 14544, 17254, 17190, 9038, 5601, 5390, 7595
8475, 8507, 14747, 18235, 16447, 8864, 6211, 5815, 7203
7862, 8755, 17034, 16146, 16915, 8728, 5348, 5170, 7554
7994, 9008, 14374, 17537, 16803, 8408, 5609, 5419, 7685
8744, 8558, 14612, 17033, 19261, 11165, 10204, 8160, 7136
9105, 8288, 15795, 16751, 19244, 8525, 6157, 7902, 7712
7884, 8869, 14081, 17503, 17484, 8564, 5922, 6053, 6759
7856, 9299, 15100, 17926, 17123, 10011, 10325, 6237, 6172
8360, 8481, 26524, 19372, 16665, 10324, 6122, 5452, 7065
9297, 8569, 14581, 15171, 17563, 9198, 5645, 5226, 7180
7865, 8036, 14670, 17859, 16692, 8246, 6596, 7639, 6434
8279, 7892, 13830, 16488, 16832, 8135, 6047, 7781, 6055
8445, 8942, 13203, 16662, 17151, 8051, 7215, 5473, 5802
9535, 8756, 13436, 16116, 16579, 9482, 5636, 6286, 7026
8919, 8149, 14055, 17050, 17441, 9155, 5653, 6854, 6097
8782, 8143, 14622, 16174, 16621, 9007, 5283, 6767, 6817
8275, 8072, 17018, 16390, 16668, 8928, 5739, 6300, 5720
8966, 8456, 14939, 15991, 17010, 9815, 5116, 7918, 6308
9189, 8189, 15197, 16582, 17957, 9164, 5458, 6655, 6989
8131, 8352, 13810, 17553, 17053, 9380, 5536, 7810, 6476
9152, 8323, 13840, 15556, 16701, 8429, 5389, 5966, 7338
7792, 8761, 15224, 17649, 16480, 8717, 5683, 5538, 7852
8454, 9220, 20625, 19431, 17324, 8700, 6433, 6218, 6785
10089, 8641, 13920, 19823, 19610, 8953, 5520, 5249, 7631
7719, 8147, 14132, 16990, 16582, 8644, 6861, 5841, 7604
8033, 10092, 16154, 26593, 25040, 13150, 5521, 6583, 5954
8314, 8073, 14536, 16878, 17343, 8322, 5156, 7067, 6909
9385, 7695, 14171, 18186, 16883, 8835, 5818, 6739, 6775
8227, 7980, 16114, 17065, 17016, 9577, 5615, 6163, 6774
8591, 8189, 13994, 16754, 16320, 9520, 5130, 7399, 7270
8107, 8023, 13627, 16986, 16197, 8847, 9891, 6105, 6009
8057, 7712, 13718, 16404, 16115, 8815, 9984, 7047, 7140
9532, 7688, 14109, 16755, 16592, 8982, 5008, 8026, 6555
8396, 9039, 13958, 16939, 16192, 9062, 4951, 7662, 6322
7467, 9800, 15067, 16338, 16513, 8105, 5854, 7587, 7005
7469, 8808, 13162, 16175, 16602, 8077, 6531, 5155, 6486
7459, 7822, 12896, 16390, 15994, 9051, 5385, 7814, 5790
8492, 8557, 15755, 16604, 16327, 9689, 5225, 6850, 7996
8774, 8025, 13766, 16039, 16672, 9636, 7044, 8001, 7487
8142, 7971, 15092, 15932, 15799, 9108, 5251, 8258, 6027
8364, 7948, 13824, 17215, 16734, 8913, 6011, 6507, 5808
7836, 8254, 13799, 16937, 16461, 8435, 5776, 6802, 7310
7841, 8013, 17616, 16225, 17062, 9351, 5520, 7646, 7921
8260, 9070, 14048, 41822, 22440, 10338, 5566, 7712, 6313
7579, 7908, 14357, 17936, 16624, 8706, 5374, 5873, 6891
8181, 8967, 14624, 17146, 16291, 9103, 5824, 5315, 7165
8226, 9054, 14488, 15942, 17024, 8467, 9023, 7377, 6671
8366, 8937, 14529, 16711, 18376, 8438, 5447, 6026, 7710
7533, 9452, 14202, 16590, 16501, 8090, 5399, 5415, 6594
8223, 8721, 13973, 17621, 15796, 8572, 5393, 6043, 7189
7864, 8297, 13210, 17321, 16789, 9252, 5482, 7259, 6712
8707, 8161, 23295, 16713, 17627, 8804, 5848, 5475, 7588
7576, 10020, 14660, 16432, 17052, 9214, 6445, 6407, 8223
7573, 8285, 16212, 16020, 17176, 8658, 5546, 5754, 7238
7616, 9732, 18870, 19408, 18165, 8483, 5275, 6929, 6647
9182, 8047, 15345, 17026, 17362, 9139, 5397, 7266, 5456
9861, 8016, 22746, 26583, 22143, 8417, 9916, 6272, 6675
8195, 8512, 15789, 16707, 16914, 9192, 6316, 10543, 8736
7917, 12308, 17346, 16452, 17173, 10814, 6544, 7343, 7645
8478, 9817, 15766, 15874, 17054, 9448, 5482, 6332, 7447
8412, 8695, 15626, 18602, 18125, 9730, 5358, 7405, 5665
8589, 8879, 21240, 18055, 18937, 9529, 6838, 8901, 6395
8973, 8696, 16328, 18227, 18208, 9689, 5800, 8721, 9416
8125, 10273, 15107, 20461, 17690, 10338, 5638, 8049, 7058
9296, 7989, 14893, 17906, 17354, 9483, 5325, 6492, 6015
8425, 8180, 18894, 21512, 17061, 8730, 5967, 5817, 6766
8020, 9012, 14524, 17027, 20169, 9117, 5381, 8172, 7573
8047, 25908, 19317, 15640, 16314, 9796, 5319, 6661, 6420
9007, 8784, 16760, 17249, 17627, 9181, 5389, 6215, 6457
8736, 8262, 14872, 16869, 16960, 8540, 5740, 6526, 6243
9457, 8361, 15026, 16771, 16839, 8958, 5207, 6040, 7572
8197, 8061, 17822, 17369, 17068, 8869, 5478, 8344, 6731
9353, 8375, 14124, 17236, 18919, 8434, 5469, 5957, 7036
8719, 9826, 17104, 16263, 17410, 8728, 6909, 7528, 6567
8431, 9920, 13827, 16660, 17431, 8666, 10156, 5768, 7139
8964, 8732, 22384, 16799, 16832, 8504, 6852, 5982, 5918
8659, 8258, 16116, 16125, 18801, 10005, 6471, 5704, 6789
7963, 9359, 14195, 17523, 16885, 8295, 6110, 5529, 6132
7979, 8157, 13667, 17484, 16783, 8328, 5633, 6616, 8060
9618, 8214, 13716, 17255, 16779, 8998, 5373, 6706, 5913
8040, 8292, 15259, 17928, 16693, 8693, 5473, 5886, 7162
8864, 7923, 14182, 15803, 17418, 9350, 5433, 6884, 6920
8006, 8790, 13883, 16256, 17260, 9482, 5521, 7369, 5772
7786, 8760, 13651, 15553, 16588, 8533, 5545, 5885, 6836
7611, 9307, 14473, 16629, 17137, 8560, 6155, 5559, 7753
7610, 9558, 14650, 17684, 16908, 9019, 6391, 5736, 6971
7821, 9127, 14354, 16449, 17326, 8655, 7383, 6103, 7771
7688, 9423, 14882, 16782, 16668, 8404, 5514, 7464, 7319
7876, 8175, 13607, 15320, 15874, 8167, 6178, 5868, 5897
7504, 8156, 13151, 15857, 16779, 8526, 5251, 6715, 5974
8976, 7859, 14032, 15945, 15477, 9075, 5519, 5095, 7295
7687, 8040, 13522, 16204, 16226, 8503, 6536, 7443, 7574
7858, 7582, 16140, 16728, 16038, 7855, 6482, 5224, 5806
8367, 8831, 15175, 16191, 16919, 8210, 6364, 5428, 6491
8137, 7554, 12914, 16074, 16032, 9367, 5200, 6266, 6692
9259, 7574, 13447, 16749, 16853, 8358, 5798, 5140, 7584
7347, 9504, 13939, 16167, 17716, 8176, 6515, 5674, 6765
7395, 8493, 13206, 16474, 16144, 7986, 5131, 8102, 6462
7818, 7763, 14126, 16262, 22591, 22186, 7481, 12416, 7475
7635, 8612, 14188, 16988, 16534, 8101, 5792, 7132, 8628
7720, 7898, 14795, 16323, 17042, 7898, 6604, 5178, 6408
7573, 7732, 13422, 17174, 16123, 8218, 5200, 6172, 7165
8264, 7765, 14049, 16509, 16501, 8907, 5159, 8265, 5839
8609, 12333, 18695, 17149, 15814, 7922, 6712, 10026, 8431
8352, 8300, 14441, 16428, 17568, 7789, 6465, 5271, 7178
7510, 9016, 13223, 16947, 16239, 9046, 5988, 7565, 7617
8939, 7749, 13793, 16255, 15958, 8320, 24290, 21080, 12772
8319, 8117, 13306, 16967, 16916, 9190, 5746, 5544, 6334
7728, 8698, 13198, 16687, 15791, 9053, 5769, 6128, 6171
8249, 7764, 13742, 15643, 16803, 8406, 5601, 7551, 6777
8578, 7629, 14848, 16127, 16620, 9187, 5283, 5422, 6667
7665, 8343, 19562, 15761, 16673, 8948, 5333, 5344, 7754
7936, 8314, 13933, 16313, 17241, 8014, 7876, 5804, 7281
8213, 8880, 15414, 17065, 17972, 9924, 5467, 6614, 7559
11127, 9360, 19952, 20681, 19023, 10906, 5852, 7544, 6848
9974, 9059, 17778, 21120, 20592, 11661, 6334, 7496, 9268
9610, 10370, 20611, 21041, 21689, 10543, 8419, 7047, 8814
9932, 11202, 17577, 22262, 21917, 13699, 7703, 8448, 10485
10081, 11000, 21226, 22856, 21231, 11359, 9035, 8701, 7925
10554, 11106, 18631, 23876, 22929, 11959, 7339, 9793, 9335
10827, 11635, 18170, 20603, 24153, 11759, 8117, 8274, 10697
13971, 12931, 29006, 31058, 25945, 12864, 8766, 11612, 10866
11515, 12562, 19309, 24222, 22996, 12516, 7785, 10137, 8157
10931, 12497, 26520, 23846, 25563, 19295, 11829, 14161, 7975
11534, 12396, 19521, 23777, 24825, 13669, 7773, 9702, 9227
11212, 11782, 19166, 23100, 24840, 12345, 8615, 8430, 10077
12772, 11433, 21299, 22268, 24301, 11699, 9393, 10901, 9744
12658, 11721, 19642, 22466, 24009, 12858, 8082, 8999, 34063
17959, 14025, 19720, 24781, 24646, 12869, 9532, 8962, 8866
13061, 12668, 24159, 24786, 23515, 12266, 10155, 11607, 9288
12069, 12921, 19608, 23906, 24467, 14317, 7914, 9144, 10630
10635, 12851, 19639, 22908, 24032, 12525, 8015, 7987, 9825
13453, 10454, 19493, 21585, 22443, 11450, 7800, 10533, 10611
11896, 11510, 19862, 22418, 22562, 11567, 8585, 7497, 8882
10686, 10867, 22549, 23167, 22343, 11234, 9012, 7887, 10636
10909, 12131, 20596, 23841, 23319, 12075, 7838, 9748, 8218
10151, 11532, 18515, 22115, 23479, 11227, 8436, 7963, 10630
10826, 11051, 22566, 21746, 24282, 12144, 8893, 8630, 9065
11111, 12361, 18971, 24017, 22856, 12645, 7462, 10565, 10196
10293, 11373, 18958, 22840, 23087, 11221, 7381, 8187, 9574
10625, 11967, 18937, 24141, 22489, 11519, 6920, 9164, 9637
10107, 11415, 21869, 22110, 21585, 11463, 7372, 8096, 8446
11223, 18419, 29229, 30091, 25938, 12022, 9312, 10804, 8673
11600, 11613, 18965, 25298, 24219, 12017, 8181, 11092, 8923
12381, 10985, 19789, 24726, 23980, 12007, 8162, 8213, 9900
11326, 10982, 19782, 23010, 24537, 11877, 8998, 8787, 9089
12786, 12096, 20362, 23102, 24236, 12434, 8326, 9567, 9410
10588, 11785, 19031, 23203, 21868, 12060, 7903, 7651, 9396
10652, 12950, 19816, 20972, 22346, 13376, 7590, 8902, 9802
11734, 11075, 26312, 24651, 23730, 12369, 7931, 8398, 9278
13069, 12328, 19833, 22380, 23757, 12028, 7645, 8496, 8978
11346, 11618, 18933, 22626, 23974, 11548, 8058, 9581, 9563
11322, 11617, 18388, 22117, 22215, 12519, 8038, 8963, 10142
10860, 12218, 18524, 23818, 23510, 11994, 8000, 9405, 9237
10472, 11556, 19309, 24903, 24039, 12575, 9037, 12132, 8027
12267, 11996, 19591, 24593, 23849, 13568, 7485, 8831, 8779
11392, 12252, 28976, 24009, 25162, 12010, 13630, 8210, 9598
11465, 11635, 18274, 25009, 23581, 12637, 9949, 7700, 10516
11346, 11372, 20683, 23096, 24030, 11305, 9518, 9291, 8451
11522, 10900, 22301, 23906, 23158, 13430, 7366, 8530, 8597
11328, 11780, 19314, 24599, 22068, 13154, 7747, 8474, 8278
11111, 12360, 18239, 23833, 23066, 12185, 7554, 8397, 8803
11062, 11539, 19727, 23145, 22525, 12323, 7670, 10034, 8890
10703, 13378, 26229, 23765, 23840, 11854, 8445, 8101, 8958
12620, 13097, 23300, 24334, 22754, 13046, 8471, 11444, 8667
10886, 10963, 19007, 22447, 22454, 12087, 8190, 10686, 37450
24756, 13897, 20906, 26772, 25132, 12719, 8211, 11034, 8843
13404, 12866, 20511, 24092, 25746, 12140, 9809, 8813, 10746
11333, 12375, 22024, 22587, 24347, 11449, 7544, 8594, 8304
11649, 11293, 19366, 21641, 24050, 12098, 7665, 10720, 8923
11531, 11924, 21420, 24959, 23511, 12528, 10091, 7463, 9162
11877, 11547, 21116, 22493, 23421, 12543, 8424, 7924, 9199
12189, 11231, 19820, 25498, 24733, 11755, 8325, 10166, 11920
10913, 12558, 19612, 23150, 22702, 12478, 9323, 8086, 33007
14502, 13330, 20067, 24106, 22710, 12350, 9643, 10877, 10209
12435, 11685, 20959, 22596, 24652, 11968, 7590, 8434, 7830
12805, 10655, 18619, 23244, 23353, 12064, 7893, 7396, 9055
11483, 11718, 19548, 21959, 23389, 11477, 8443, 7326, 8462
10587, 10731, 18046, 23095, 22575, 12410, 8424, 8585, 9674
10650, 10526, 19172, 22733, 21988, 13027, 7106, 7463, 9452
11519, 10987, 18771, 22844, 22614, 11692, 8012, 10754, 9280
10688, 11428, 20265, 23846, 22861, 11548, 8197, 7144, 9593
10963, 11569, 19181, 22683, 22352, 12258, 8294, 10426, 8998
10856, 10964, 18523, 22640, 21649, 11603, 7858, 8566, 8860
10885, 11825, 19168, 22987, 21835, 11101, 7218, 8113, 7852
12039, 20616, 32340, 28416, 24799, 12242, 14271, 14407, 9272
12802, 13184, 20642, 22561, 24628, 11980, 7553, 8675, 8268
11595, 12102, 18962, 22282, 23918, 13537, 8257, 8803, 9536
10309, 12254, 18689, 25138, 23368, 12596, 8636, 7424, 10713
11300, 11853, 23192, 24143, 24029, 11748, 13773, 9668, 9772
10563, 11464, 19748, 23667, 23340, 12747, 8680, 9530, 9361
10617, 11237, 21658, 23537, 24299, 11913, 8606, 8492, 9099
12095, 12269, 20113, 24072, 24077, 11988, 15060, 9213, 10304
10923, 10928, 20572, 23182, 24128, 11501, 8478, 8143, 8793
12216, 13387, 19209, 22276, 24443, 13185, 7388, 10933, 8300
10875, 11679, 19746, 24123, 22445, 11012, 7116, 9395, 9091
11066, 10582, 21549, 22430, 22530, 12601, 7932, 8053, 9003
10720, 10368, 17848, 22164, 22824, 11426, 8365, 7598, 9656
10163, 10869, 22939, 20207, 22568, 10886, 8266, 8146, 8990
11588, 9912, 19063, 22144, 21976, 11031, 7771, 10767, 10003
10576, 10982, 18612, 21050, 22880, 11187, 8266, 9819, 9020
10031, 10501, 18945, 20261, 22514, 12129, 7646, 8555, 8173
11074, 13063, 17826, 21783, 23235, 10906, 7077, 7134, 8405
11574, 11371, 19226, 20923, 22178, 11464, 7923, 7803, 9635
11520, 10881, 22076, 21433, 23816, 11791, 8771, 7404, 9055
10582, 11157, 20081, 20298, 22327, 13254, 9299, 7540, 9912
10344, 10683, 17733, 23435, 22212, 11397, 8086, 7420, 10475
10123, 10826, 18653, 23237, 23064, 12776, 7548, 8325, 11081
11539, 10843, 19104, 21337, 21302, 11430, 7630, 10501, 8822
10030, 11226, 18609, 22577, 23374, 12652, 7615, 10329, 8894
10289, 11107, 20789, 22996, 21663, 23660, 10034, 8924, 12687
11576, 12379, 19364, 24077, 22874, 13282, 8868, 7933, 11020
10991, 11282, 18436, 21872, 22239, 12617, 8378, 7521, 8829
10386, 10952, 19406, 24481, 23208, 12020, 8419, 9066, 9628
12485, 10802, 20380, 22596, 22738, 13357, 8234, 7638, 10310
10674, 10418, 19723, 22301, 21587, 12143, 8517, 7293, 9091
10295, 11193, 19983, 22398, 22427, 11974, 8698, 8092, 12059
12081, 10424, 20403, 22562, 22730, 12252, 9511, 7637, 9777
12385, 12990, 19694, 24909, 23923, 11186, 7779, 9091, 9706
11429, 11610, 28237, 21296, 21724, 12172, 7934, 10179, 9982
25645, 18679, 20240, 25244, 24597, 12312, 7588, 8713, 10055
10859, 11682, 19349, 24448, 26970, 13379, 8756, 8004, 9239
12360, 11297, 19792, 23888, 22936, 11359, 8600, 8535, 11183
11013, 11491, 21837, 22602, 23022, 12173, 7577, 8712, 8219
13497, 11689, 19266, 24140, 23333, 12602, 7778, 8611, 10049
12407, 11704, 19865, 22394, 22970, 11867, 8262, 9002, 8472
10596, 12427, 18087, 24211, 22226, 12350, 8803, 7247, 9079
27498, 22355, 26169, 23698, 24389, 11872, 9471, 7882, 9706
11109, 12030, 22574, 24072, 23626, 12897, 7988, 8862, 8752
27525, 29106, 27954, 25515, 23382, 12187, 8114, 10015, 10007
11177, 12065, 19697, 24985, 24473, 12211, 9681, 8193, 9949
11424, 11871, 20476, 22456, 25804, 12524, 8007, 9103, 9930
11110, 12144, 19056, 23440, 23764, 12050, 7208, 10795, 7916
10804, 11931, 19501, 23407, 23162, 13327, 8088, 8682, 9739
10814, 11628, 20122, 23136, 23200, 12646, 9065, 7425, 10077
11277, 11092, 22215, 23259, 25070, 11450, 7963, 7937, 8697
10729, 11055, 19085, 21444, 22842, 11152, 8074, 10195, 9692
11364, 10934, 21446, 23000, 22831, 11338, 8702, 12748, 7740
11087, 11923, 18492, 22722, 23652, 14174, 8723, 8218, 8657
11804, 11984, 19093, 23445, 23044, 11949, 7554, 9539, 8308
11032, 12239, 18044, 23694, 22284, 12117, 6991, 7812, 7334
11154, 11014, 17969, 23194, 21652, 10763, 8138, 6966, 9874
10949, 10534, 18050, 21619, 21732, 11856, 7336, 7943, 8971
12295, 12357, 18523, 22483, 21712, 12866, 7484, 7942, 9157
10880, 11926, 19803, 23262, 21652, 12322, 7716, 10129, 9535
10645, 10961, 18576, 22678, 25162, 12218, 8102, 9957, 8510
10521, 10782, 19184, 22351, 21532, 12024, 7144, 8446, 9195
10768, 10799, 17905, 21207, 22433, 10414, 8297, 6925, 9328
11182, 10534, 18891, 22045, 22212, 11287, 8336, 8740, 8615
9828, 10912, 18817, 21496, 21874, 10922, 7439, 10032, 8276
9942, 11347, 17598, 21017, 22427, 10549, 8405, 7318, 10225
10757, 10979, 18161, 21618, 22020, 11820, 7335, 7837, 8473
10117, 11610, 17594, 26859, 22616, 12449, 7061, 7985, 10693
9948, 11561, 18493, 23156, 21432, 10458, 7154, 8534, 7825
11886, 10525, 18674, 22148, 23416, 11072, 8917, 9657, 8110
12326, 11831, 18590, 21473, 22871, 10700, 8519, 7263, 8590
11400, 10319, 19352, 22595, 21799, 11645, 8854, 8367, 9347
10256, 11377, 18678, 23203, 22713, 11249, 8327, 7486, 9634
10282, 11536, 20164, 27490, 23307, 11567, 8851, 11008, 8619
11739, 12185, 19513, 23028, 24553, 11527, 8154, 8649, 9780
10491, 11012, 20828, 24936, 22899, 13708, 7971, 7689, 9649
11045, 12209, 19997, 24199, 22547, 11542, 8511, 10017, 9006
10890, 10197, 19145, 22552, 21423, 12639, 7948, 7203, 9871
10353, 11153, 18249, 22974, 21080, 11325, 6795, 8226, 7840
12119, 11043, 18380, 21820, 21683, 10614, 7890, 7259, 9058
10343, 11319, 17997, 22264, 21241, 13108, 6857, 9171, 7332
9965, 10657, 18222, 21646, 22109, 11299, 8247, 8710, 8595
12140, 10941, 18973, 20961, 22056, 11934, 8837, 7781, 8711
10135, 10780, 19588, 23147, 20954, 11790, 7498, 8764, 8951
10359, 10330, 20180, 21350, 22771, 11725, 7828, 8079, 7963
11893, 11713, 18060, 23099, 23586, 11496, 18959, 17338, 13836
11278, 11416, 21581, 23119, 24566, 12000, 18843, 22522, 21314
15325, 40706, 32843, 23259, 27679, 13607, 8622, 12405, 10114
12501, 12879, 21290, 24144, 24610, 12664, 8599, 9968, 11005
11356, 13326, 21232, 24845, 24788, 12172, 8344, 9848, 8164
11889, 12913, 19606, 27612, 24544, 13246, 8138, 7490, 9491
10243, 10685, 19591, 22369, 21647, 12156, 13199, 7481, 9529
9986, 11237, 18184, 21174, 23047, 11977, 7541, 8246, 9198
10402, 10433, 18803, 23161, 22552, 11643, 7416, 8107, 8132
10206, 10590, 17524, 21226, 22067, 10852, 7584, 7839, 8350
9737, 9735, 19884, 21032, 21131, 10586, 12712, 8664, 9844
10657, 11239, 17719, 20297, 21159, 11801, 12599, 8216, 8755
10587, 10987, 18990, 19895, 23153, 10703, 13102, 9807, 8712
10197, 10418, 18395, 20849, 22019, 11363, 8226, 10292, 7819
10478, 12984, 18753, 23819, 23169, 12842, 7515, 10792, 8925
10725, 11272, 19368, 22112, 22758, 11321, 7356, 7609, 8514
11006, 10476, 19141, 22394, 22812, 11020, 8387, 7249, 9542
10364, 11103, 18850, 21723, 22582, 12417, 7407, 8271, 9943
10678, 10661, 19484, 22147, 21690, 11945, 6717, 9265, 6539
11770, 11895, 18122, 21749, 22426, 12899, 8380, 9496, 7697
11538, 11778, 19061, 21735, 23240, 11880, 8375, 7203, 9246
12432, 10489, 19506, 21666, 22020, 10649, 8250, 7038, 9551
10004, 11180, 17237, 20150, 21021, 10450, 7393, 7296, 9406
11588, 10851, 17642, 20274, 21347, 13110, 7547, 7621, 8819
9944, 11197, 18217, 19550, 21359, 10756, 7968, 7142, 8807
10779, 10010, 19194, 24957, 23141, 10205, 8055, 7236, 10216
9720, 10595, 17030, 22601, 21876, 11298, 6879, 8853, 7895
9774, 10605, 17342, 19808, 21094, 12204, 7416, 7131, 9680
10117, 10327, 17807, 20710, 22122, 11717, 7470, 8238, 7445
11012, 10563, 18805, 21305, 21657, 11919, 7093, 7530, 9587
10428, 10528, 18857, 23509, 21401, 11483, 7205, 8302, 7138
11296, 11076, 17444, 20828, 22260, 11200, 7775, 13022, 7618
10885, 10466, 20555, 20647, 21772, 10406, 8093, 9202, 9375
12566, 10320, 17809, 22162, 21761, 10549, 7489, 7345, 7976
10543, 10244, 17850, 19029, 21331, 11267, 7800, 7803, 8904
11181, 10527, 17312, 22035, 21238, 12451, 7068, 10333, 10092
10207, 11603, 17841, 21065, 21379, 10697, 7184, 8290, 7681
10248, 10868, 19097, 21089, 21013, 11557, 8302, 12963, 10269
12294, 11071, 17946, 20301, 21300, 11277, 7422, 7235, 8157
9983, 11229, 19542, 22272, 21941, 11853, 7148, 8873, 8261
10768, 11183, 17512, 21018, 22425, 10818, 8703, 7318, 8212
11906, 11173, 18515, 22145, 21612, 10931, 7348, 9440, 10906
10132, 10721, 22215, 22283, 21859, 12153, 8497, 6805, 8979
10167, 10821, 17735, 24129, 25415, 11432, 7713, 8736, 9302
10426, 21953, 26175, 30564, 27235, 13162, 7499, 11605, 9460
11001, 11753, 19063, 32016, 28539, 14727, 14717, 12137, 9067
13257, 12079, 19734, 24314, 23931, 12780, 8489, 7697, 9471
11824, 11441, 20973, 24111, 23781, 11015, 8548, 7740, 10079
11683, 10867, 27682, 24461, 22699, 14108, 9478, 8035, 9086
10464, 11318, 19363, 21819, 23752, 12693, 8332, 7102, 10011
10489, 11224, 17949, 23628, 24128, 11795, 6898, 8894, 8350
10221, 12089, 18634, 22718, 21902, 11403, 6714, 8881, 8537
10002, 11561, 18524, 22382, 23295, 10694, 8294, 7317, 8371
10208, 10630, 17626, 22230, 21927, 12223, 7675, 9512, 9280
10102, 11168, 18445, 21712, 21634, 11358, 7155, 9094, 9030
10880, 10586, 18390, 21722, 22800, 12005, 9222, 7278, 8440
10334, 12473, 19012, 20914, 22691, 10807, 8316, 7514, 8056
10113, 10422, 18095, 21880, 22996, 10996, 7905, 9132, 8070
11396, 10992, 20224, 22516, 22587, 11458, 7072, 8532, 7954
10221, 12758, 17668, 21310, 42582, 20185, 11024, 11186, 8787
11258, 11115, 18932, 23287, 23694, 11167, 9208, 8168, 11045
11850, 11737, 19403, 22390, 23738, 11500, 13541, 8483, 10321
10100, 10492, 18770, 23490, 22063, 12986, 7773, 8974, 8338
11412, 12003, 18699, 24322, 22736, 11807, 7927, 9521, 10065
10322, 11040, 18437, 22628, 22222, 13136, 7250, 8787, 9494
10479, 11361, 18703, 21919, 21498, 11709, 7372, 9140, 7593
11314, 11252, 19213, 21548, 22439, 10927, 8814, 7462, 10201
10529, 10655, 19456, 23497, 21940, 10954, 9496, 9765, 8981
11095, 10619, 19144, 21580, 21921, 14339, 8021, 8313, 9344
11081, 10894, 19940, 22475, 22558, 11890, 7693, 6982, 10189
10005, 11880, 21331, 22490, 22822, 11613, 9262, 6940, 9788
12101, 10877, 18704, 22706, 22409, 12565, 8592, 10017, 9609
10823, 10891, 18789, 21988, 22391, 11432, 8968, 7299, 9960
10667, 11372, 24453, 23687, 22995, 10926, 9290, 7563, 9177
10942, 10340, 21884, 22636, 22703, 11042, 7147, 8934, 8342
