Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
51619, 61991, 81720, 89355, 90483, 100503, 116866, 130628, 136421
51523, 61615, 81310, 88408, 92531, 102605, 119127, 133052, 138639
52578, 63139, 80966, 92060, 90928, 102739, 122868, 130962, 134273
51782, 62427, 85798, 91058, 91462, 104086, 116773, 130012, 135428
52188, 62598, 80697, 86242, 90697, 104261, 116545, 129778, 135952
50913, 61982, 78505, 88757, 92249, 102822, 119263, 128969, 135037
53641, 63978, 82830, 86632, 94718, 105002, 116519, 127614, 141124
49555, 61104, 83528, 91221, 89605, 102109, 113352, 122831, 132908
49953, 59818, 79191, 88023, 87357, 101039, 118155, 132044, 140209
50858, 64219, 82552, 100597, 95582, 107609, 119599, 130195, 136400
51651, 61120, 82493, 90227, 90378, 102953, 118824, 129570, 139133
53635, 62507, 82559, 89928, 93975, 105996, 118858, 127855, 137089
53404, 62529, 80970, 89398, 91862, 105710, 123318, 130494, 155805
82595, 76042, 97290, 100631, 96685, 109722, 129639, 130471, 139332
51792, 63213, 82532, 90465, 92660, 103343, 121802, 129274, 134603
50717, 61501, 83578, 85683, 94341, 101218, 118112, 132091, 135113
51516, 62352, 79252, 89233, 93221, 105445, 121296, 138248, 137472
52464, 61863, 83135, 90545, 90696, 103595, 124387, 140989, 139299
72496, 68634, 91535, 92666, 95666, 107079, 117689, 127373, 137680
53185, 61960, 84743, 88646, 90785, 103915, 122370, 135273, 139193
51399, 62816, 78661, 86503, 91884, 102840, 119138, 128544, 142472
53655, 62445, 82619, 90612, 92442, 104912, 125903, 135660, 138958
55325, 62322, 86365, 91992, 92333, 104875, 124073, 129549, 137557
51680, 62391, 82973, 89793, 97255, 108475, 120559, 129840, 142743
55178, 65323, 87625, 90190, 95239, 106500, 124770, 127384, 135415
51938, 63280, 84246, 87857, 91032, 105470, 121432, 133224, 132932
51014, 62692, 81213, 88375, 88529, 106427, 120470, 131755, 137344
52474, 66013, 83890, 91603, 89613, 104535, 124902, 133030, 136183
51330, 64046, 94818, 113001, 101004, 113037, 128513, 138731, 166999
54739, 65245, 83279, 92854, 91005, 106830, 118029, 129009, 138700
52146, 64481, 84493, 90885, 91763, 103656, 125776, 128766, 139399
51644, 66405, 84292, 91122, 92365, 104478, 120514, 131422, 137408
52459, 65347, 84081, 91725, 90815, 101290, 117085, 130366, 136074
51519, 61567, 82925, 89040, 94073, 103564, 122279, 134441, 136345
51532, 63120, 81352, 85887, 93661, 105217, 125162, 124430, 133559
50358, 60843, 83568, 90536, 89544, 104479, 122623, 127944, 136532
51199, 63983, 83950, 89043, 92216, 103223, 119107, 128815, 134997
50516, 62506, 83349, 88417, 89547, 104596, 118967, 133563, 144479
52455, 62013, 79546, 89393, 90629, 103901, 117202, 126960, 137090
54378, 65267, 86898, 91094, 90497, 104370, 117711, 127836, 140181
53581, 63202, 80453, 89307, 90096, 101820, 117473, 127041, 138616
50982, 63067, 81321, 86621, 92060, 103395, 123297, 125887, 139880
52955, 65115, 81594, 89051, 92473, 109232, 121401, 129876, 135198
52683, 63564, 80983, 88829, 91930, 102708, 118280, 132468, 136814
52800, 62222, 80494, 89584, 91536, 104292, 118768, 137485, 141013
51155, 61293, 80008, 88877, 91624, 105093, 122751, 128807, 136875
52938, 62509, 82266, 89663, 92520, 102050, 121283, 130446, 141980
51286, 62371, 85638, 88456, 95417, 108247, 125171, 129560, 151028
56275, 67725, 86144, 95107, 92576, 105248, 122185, 131427, 140471
53357, 63154, 84074, 90256, 90968, 102077, 118120, 132283, 135889
52754, 62249, 83713, 90981, 92612, 104733, 126284, 131400, 136861
54008, 64462, 82744, 89980, 93403, 106135, 120289, 150402, 145202
53062, 64992, 87064, 89223, 93928, 107313, 123992, 127967, 137169
51374, 63355, 80544, 89102, 92626, 103397, 122359, 127298, 137715
52266, 62407, 78783, 87917, 88417, 102528, 117132, 127535, 137820
51945, 61627, 79789, 87179, 89194, 102386, 124564, 131544, 137592
52474, 60728, 80397, 91222, 91895, 104365, 117282, 130252, 135330
51094, 63654, 82384, 89643, 91556, 104670, 118055, 130424, 138253
51788, 63347, 85977, 91536, 89763, 103053, 117501, 129141, 137007
50332, 61378, 79211, 88985, 89975, 104716, 123430, 126915, 133512
51882, 62276, 84675, 88527, 94668, 104205, 116502, 130479, 135658
51615, 62334, 81847, 89145, 89543, 102375, 118580, 127235, 135498
53589, 61903, 82863, 87834, 87760, 102916, 117809, 132548, 140569
51488, 64016, 84357, 88859, 94056, 103080, 121585, 134499, 132879
67187, 67833, 88834, 94102, 93104, 108081, 120670, 132100, 143246
54126, 64949, 84506, 90831, 90640, 104739, 118247, 132083, 135236
51840, 62863, 82645, 91113, 93738, 106469, 122506, 129945, 139179
52943, 64088, 83417, 90145, 90805, 103461, 115778, 129541, 133290
51453, 61907, 79472, 88595, 92458, 103751, 115721, 133569, 142791
51075, 62347, 80555, 88926, 89982, 104585, 116779, 128657, 134667
51644, 62632, 81087, 87387, 93639, 102736, 116303, 130280, 132727
51684, 63185, 83470, 91267, 91766, 104066, 118930, 135962, 139646
51998, 61800, 80338, 88695, 90005, 101821, 121992, 125337, 133621
52662, 62950, 80019, 89531, 91377, 102697, 117536, 130343, 137245
52580, 62628, 82070, 87760, 92095, 102575, 119814, 126395, 145249
53729, 64345, 83485, 90189, 90009, 104562, 124691, 130159, 134546
52569, 64101, 81914, 92588, 91221, 105126, 118177, 128442, 138899
50685, 62821, 81520, 89014, 90215, 103556, 119481, 129492, 133409
50751, 62144, 83759, 87480, 100980, 113887, 129328, 137500, 141080
52486, 61871, 80872, 87557, 91952, 101931, 122763, 122567, 133734
53607, 60610, 79774, 88594, 86372, 103083, 119654, 126747, 135553
50871, 58751, 77538, 84082, 87656, 101327, 113735, 127930, 132007
50751, 61337, 78955, 84531, 88880, 104562, 118998, 128278, 133256
50922, 62315, 80707, 85831, 87731, 103431, 113863, 124286, 128567
49116, 61233, 81133, 86296, 87860, 102533, 114105, 147190, 136951
52814, 63185, 85039, 87271, 91259, 105024, 120810, 126530, 133308
51631, 61699, 80480, 86415, 90148, 104525, 117404, 129319, 141169
52835, 59757, 78949, 86577, 89362, 100464, 114089, 126093, 133456
51306, 60922, 80513, 84645, 91077, 100998, 118998, 127591, 133261
51010, 60401, 76479, 88280, 87861, 100314, 114540, 154362, 140656
53446, 62050, 81701, 90095, 89214, 102082, 113292, 126251, 130797
49373, 60971, 81901, 87842, 90500, 102676, 116785, 129411, 138077
52525, 62270, 78480, 94545, 89715, 107442, 120547, 130371, 142656
52073, 63462, 83785, 89887, 94626, 103418, 119746, 130322, 147004
53071, 64933, 84215, 95563, 89954, 104816, 124361, 132599, 136360
52375, 77864, 90627, 95791, 94286, 106585, 119965, 133397, 137475
51827, 63804, 83263, 87449, 89469, 103033, 119556, 129834, 144538
52133, 78671, 98067, 99531, 100486, 117662, 125342, 137008, 137457
54529, 62911, 84415, 93694, 91251, 104873, 117720, 128771, 140063
53273, 63788, 84505, 92014, 91204, 102717, 117271, 131371, 132506
49974, 62851, 81940, 87754, 90094, 102860, 123020, 130015, 138306
51516, 61091, 81150, 91392, 91597, 105214, 119663, 130101, 134631
52174, 62120, 82260, 88339, 92627, 103092, 117713, 128249, 132924
50139, 61574, 80530, 88612, 91060, 107950, 118339, 132126, 137968
51758, 61631, 81705, 88040, 91799, 102609, 117176, 128861, 136068
51001, 62352, 80530, 95160, 93112, 107255, 116336, 137253, 140197
51834, 64029, 78663, 87416, 94653, 102608, 118036, 127290, 137140
52621, 62931, 82514, 91120, 95818, 106862, 115213, 135651, 136220
51421, 63031, 83491, 106665, 100577, 111437, 122591, 131158, 136625
51357, 64573, 83156, 88279, 91880, 105090, 118536, 125053, 133326
52091, 61343, 82594, 89389, 92156, 102063, 116966, 127269, 137362
53322, 62893, 81126, 88497, 91643, 104749, 116426, 129618, 134046
50728, 61249, 81126, 84208, 91800, 103886, 118719, 132394, 142411
52454, 63417, 84426, 88118, 90333, 103229, 117360, 128848, 140538
52509, 61928, 79500, 87635, 90450, 103646, 120643, 132003, 137283
54247, 64624, 84599, 91092, 91846, 104810, 121360, 128127, 141134
52394, 61621, 79571, 89133, 91536, 103379, 122981, 130233, 133007
51297, 64516, 84148, 92934, 92463, 106048, 115864, 130567, 138022
53137, 62261, 80784, 86742, 86616, 102494, 121956, 128825, 133024
50987, 63046, 82161, 87081, 89524, 102816, 114826, 134163, 135016
50948, 62112, 80989, 85077, 91514, 103883, 124402, 128848, 132992
52878, 64835, 85087, 89639, 90865, 102230, 117936, 129724, 142300
53288, 63129, 80312, 91221, 92271, 105225, 158981, 137443, 150350
53678, 64909, 86700, 91561, 91544, 108250, 118613, 127939, 133457
53288, 65064, 83440, 91346, 91034, 106597, 119775, 129825, 136865
51784, 62329, 80902, 89692, 91621, 104606, 117306, 127328, 138325
52556, 60515, 84368, 94717, 94831, 105213, 121802, 133520, 143173
51549, 64150, 81200, 91228, 93440, 104847, 124985, 131740, 142409
51756, 62272, 81748, 87212, 90239, 103794, 119208, 130291, 140016
51006, 61302, 80261, 88883, 89962, 102209, 118273, 129617, 138623
51314, 62524, 82038, 86822, 91182, 101706, 117817, 126645, 141162
51108, 61682, 80702, 87699, 91102, 102498, 119925, 132240, 138652
52886, 62600, 85918, 89849, 95427, 103341, 117538, 127854, 143365
53860, 62722, 80987, 86207, 89815, 103073, 118844, 129312, 134154
51077, 63928, 83541, 90356, 94682, 105755, 123404, 131035, 136045
52934, 63956, 86614, 88795, 89171, 116428, 121853, 131103, 136228
50163, 63120, 83473, 104103, 95062, 110924, 125775, 135644, 142437
55833, 62134, 85692, 88721, 93033, 104699, 117383, 132954, 134805
52664, 63099, 81288, 91159, 93422, 104649, 138390, 145106, 155831
66560, 76230, 93865, 97028, 98243, 109654, 127855, 133079, 143985
54105, 64054, 81646, 87246, 88296, 101157, 116568, 126830, 137209
52123, 61787, 82693, 87868, 93178, 101747, 119667, 130274, 136932
53960, 63812, 83433, 93022, 91679, 102466, 120613, 127532, 136576
52823, 63376, 82683, 88903, 90092, 103497, 124634, 127852, 135012
52056, 63095, 84024, 86708, 91816, 103439, 123379, 128741, 136268
52226, 63111, 80327, 85748, 90028, 101752, 123374, 128198, 130335
51115, 62473, 82604, 85892, 86332, 103729, 122352, 128802, 134830
52136, 62107, 79448, 85309, 89014, 100237, 118128, 125946, 139015
51169, 61112, 82280, 88331, 90494, 102448, 117369, 130967, 135876
52374, 61600, 83915, 89464, 90113, 105603, 118524, 127750, 143161
52898, 64344, 81093, 92954, 90815, 103442, 116659, 127194, 133822
49672, 63749, 80568, 87560, 90597, 104413, 116055, 129396, 136755
51127, 63392, 82925, 90173, 90938, 103099, 120569, 151040, 142233
55426, 62901, 82982, 89428, 91435, 105705, 118068, 129185, 143664
53394, 63645, 81125, 89607, 96143, 107422, 119587, 132332, 142622
52952, 63993, 83506, 88927, 90842, 101540, 118528, 126464, 139158
53041, 63166, 84571, 93713, 94307, 105986, 119363, 130534, 141499
52908, 64963, 84275, 89419, 91459, 103700, 124462, 128601, 135595
53154, 62687, 83571, 95248, 91685, 120533, 124501, 133461, 135274
55003, 62027, 86141, 93517, 93119, 104362, 122938, 130121, 133659
52179, 65020, 83332, 89271, 91671, 102528, 117891, 128368, 140227
51294, 63091, 82616, 90165, 91055, 106286, 127163, 135426, 138221
53461, 64149, 80167, 88830, 91622, 105858, 119897, 134369, 138325
53695, 62573, 82229, 86582, 92123, 105514, 123826, 139855, 142664
55911, 64710, 82309, 89693, 92043, 104249, 117711, 129471, 135613
53871, 64570, 82261, 87071, 88518, 127439, 128517, 137221, 144151
53153, 63408, 82324, 89069, 92060, 103628, 118432, 153288, 144140
56315, 64473, 85598, 94970, 94049, 104857, 119648, 127043, 136077
51957, 62846, 80826, 91407, 88377, 101440, 114207, 128363, 132580
51261, 62682, 78620, 86408, 92284, 104034, 122787, 130409, 135927
52398, 61331, 79739, 85738, 89890, 105039, 116518, 132069, 135864
51342, 61549, 79984, 87713, 90256, 102920, 114915, 131451, 135728
50280, 63922, 83384, 88024, 90712, 103441, 116428, 132396, 142404
51902, 62423, 82510, 87875, 90251, 100918, 117518, 127958, 135686
51609, 61317, 79008, 86237, 89750, 99682, 117927, 129377, 135505
52379, 62214, 86067, 87416, 90538, 103444, 118205, 127608, 135105
53192, 62538, 83346, 87638, 93374, 103739, 118979, 133783, 138250
52867, 65316, 82651, 89834, 88451, 104172, 119695, 128191, 132729
52741, 61817, 80569, 85110, 90417, 103021, 117180, 131186, 138661
50969, 61546, 79068, 89984, 90248, 104128, 118716, 132832, 138211
52960, 62877, 83633, 84509, 88719, 104288, 121182, 131940, 148602
53232, 63664, 82639, 88947, 91322, 103651, 116656, 135647, 142397
52031, 61715, 81254, 89861, 88607, 101915, 115835, 128639, 140534
51585, 62626, 80196, 89768, 91381, 102228, 120479, 128581, 138929
51650, 61322, 84065, 88867, 91056, 102686, 117792, 126620, 133513
51643, 63559, 78681, 90887, 89896, 103434, 117386, 133032, 132818
52584, 62239, 82931, 87895, 92652, 103438, 124364, 133040, 134875
51313, 62012, 84758, 84824, 90223, 103070, 118545, 126928, 135311
51891, 62587, 81733, 89267, 90686, 107707, 118480, 134942, 138961
52248, 63257, 80679, 90860, 91785, 102457, 118489, 126306, 138557
51979, 61904, 80442, 89015, 92323, 103210, 118281, 148561, 141477
56502, 66953, 82943, 88902, 92961, 104593, 118570, 127554, 139079
51777, 63130, 82987, 88353, 92209, 101967, 117905, 127677, 135136
51127, 62355, 80425, 90249, 93134, 102559, 122569, 130330, 136768
49974, 64464, 85084, 89969, 92063, 105688, 126678, 131751, 137646
54280, 63408, 82211, 92549, 94626, 109119, 121316, 132720, 136684
51793, 62647, 81687, 90261, 91617, 103964, 115552, 130943, 138950
52658, 62904, 85578, 93348, 102336, 111691, 123551, 134040, 143723
53004, 63327, 84229, 88931, 91169, 102129, 117491, 132927, 136371
50425, 62560, 98899, 94218, 95340, 118476, 122025, 142210, 143094
52400, 64393, 83426, 89840, 92691, 106031, 118651, 127534, 136398
52251, 64474, 85842, 89916, 88954, 103968, 122353, 129184, 137380
56621, 63071, 83386, 92309, 93570, 105556, 117661, 127765, 130481
51274, 62871, 83622, 90984, 92829, 106445, 118573, 129394, 143765
52542, 63841, 81786, 89231, 90909, 104830, 118861, 131958, 134606
50384, 64492, 81009, 92830, 94391, 106636, 115547, 130274, 136207
50169, 62519, 80631, 87850, 91359, 102313, 120421, 135638, 141057
50739, 61834, 83633, 91421, 92143, 105508, 127959, 133244, 135328
51192, 64903, 80586, 89614, 90116, 104032, 118588, 130208, 140115
54911, 63394, 85569, 89672, 91658, 102778, 116528, 127835, 135087
51805, 62771, 80955, 89460, 91301, 105539, 117893, 130915, 136899
52016, 65206, 84248, 90795, 89219, 106517, 118738, 128431, 140659
50814, 62284, 82202, 90104, 89761, 104509, 118446, 131685, 137567
53338, 62699, 84469, 90512, 92215, 103239, 121844, 126696, 139533
51749, 61880, 81332, 88159, 92021, 101908, 117127, 127876, 137687
54444, 64223, 82470, 89401, 91107, 102064, 114849, 129414, 133867
50929, 62348, 77707, 88966, 88277, 101356, 119556, 135517, 138376
53002, 63895, 82629, 85840, 89309, 104470, 120223, 129781, 142437
51796, 63274, 83217, 90695, 97255, 109266, 122727, 128605, 137449
50795, 62701, 80417, 87490, 91533, 103168, 117446, 131053, 134938
52844, 63780, 84184, 94513, 107140, 111234, 125621, 151578, 142008
54516, 63498, 80290, 88789, 91801, 105035, 117909, 136198, 141170
52770, 62645, 82295, 89674, 94942, 105122, 121790, 135767, 135402
52010, 61524, 81937, 92048, 90919, 103383, 116346, 127104, 134693
51231, 61038, 80754, 91410, 94147, 106558, 120213, 131701, 138060
51927, 63432, 84404, 91152, 91284, 106241, 116655, 132712, 137709
52646, 63993, 86056, 89941, 91610, 105033, 119786, 133512, 143683
53162, 63001, 81155, 90023, 107998, 116316, 124082, 133989, 140112
55453, 64192, 81521, 93260, 91554, 103528, 124520, 132857, 137974
52832, 66002, 85549, 90661, 93563, 105877, 136524, 135882, 141451
53225, 66401, 82624, 92663, 91703, 103448, 117915, 132413, 136496
50344, 63358, 79440, 88501, 93991, 105386, 154058, 142861, 141400
54050, 66323, 85607, 90684, 92658, 106297, 116883, 130373, 142439
52263, 63083, 79305, 90432, 92353, 103800, 125058, 140836, 143393
53881, 63012, 81980, 88155, 89164, 101065, 118420, 127042, 134593
52616, 61190, 82915, 88733, 91566, 103459, 117804, 131012, 138621
53861, 62766, 84512, 90588, 90325, 102796, 122018, 126319, 136449
52120, 61942, 80672, 85688, 93764, 104169, 118344, 127392, 137778
52111, 63353, 83132, 89889, 94652, 104871, 118939, 131963, 135539
50714, 61384, 79829, 90130, 91102, 103697, 123834, 131363, 136455
51523, 60683, 80576, 87500, 91064, 102165, 121768, 130607, 134270
54983, 62289, 81419, 87526, 89743, 103607, 119902, 129741, 137109
52873, 62586, 79263, 87147, 93274, 103578, 122197, 128300, 141630
54672, 64087, 85100, 89256, 91440, 103659, 124002, 131926, 134126
52067, 62465, 81484, 89870, 92871, 104833, 117373, 128757, 135281
51403, 62288, 79725, 92319, 92721, 106247, 119775, 135874, 139191
54725, 65099, 83349, 91448, 95030, 107521, 123225, 129608, 142683
52061, 63975, 80439, 90064, 93543, 105121, 119025, 130277, 133972
50806, 61584, 80151, 87994, 91160, 102020, 117271, 133353, 135947
52558, 60556, 80680, 88094, 88699, 101306, 118118, 136083, 136489
52623, 62540, 82301, 88398, 91014, 103655, 118985, 126490, 138976
52727, 63198, 81418, 89228, 89503, 105140, 121518, 133037, 138013
51049, 63363, 83174, 90156, 91728, 103279, 120163, 132274, 138519
69827, 67015, 85335, 90998, 93429, 106695, 119163, 130148, 138393
53919, 63252, 81712, 90667, 99698, 110597, 120977, 130013, 138537
50738, 63203, 82480, 89662, 90711, 107004, 121665, 126334, 136142
51744, 62499, 82425, 93931, 93070, 107335, 123406, 131484, 134567
50912, 61339, 80515, 86995, 90373, 130356, 124931, 137840, 139370
51589, 63308, 79946, 87547, 88305, 101735, 120762, 130911, 140002
51547, 62998, 82418, 89986, 91345, 101904, 119470, 127066, 132954
52945, 63650, 81281, 87753, 93412, 103660, 120145, 131935, 138275
54166, 66240, 82624, 89128, 89270, 102745, 116154, 126055, 169720
56507, 68268, 89985, 93853, 95568, 106496, 116931, 135253, 139553
52264, 61685, 82648, 92749, 95916, 115258, 118984, 129243, 138840
52386, 61704, 85469, 89705, 89702, 102025, 119569, 131347, 136358
50827, 61820, 81965, 89014, 92387, 105422, 118290, 137178, 137859
53070, 62216, 79858, 88099, 91881, 103006, 118403, 129860, 138069
52177, 63462, 83625, 90217, 89447, 104734, 120693, 131419, 142975
52544, 65226, 82325, 89877, 92477, 103886, 118303, 129325, 136935
50755, 60501, 82101, 87408, 89430, 102486, 120948, 127694, 137669
51104, 61089, 84672, 88434, 92248, 104818, 118435, 127657, 138005
52028, 62319, 82029, 86020, 92066, 104215, 119922, 128777, 140208
50205, 62331, 82371, 87295, 92679, 105680, 122483, 130829, 138579
52042, 62664, 83750, 93260, 91239, 104182, 115974, 128409, 132607
51432, 62660, 82808, 88636, 90861, 103105, 121929, 125922, 136063
51067, 64626, 83336, 90148, 91755, 103681, 118264, 127798, 136948
52329, 63475, 81204, 86702, 94037, 105734, 116892, 127605, 141856
51773, 66490, 89569, 92029, 89783, 103751, 116866, 130578, 133916
53562, 62334, 87202, 88182, 91287, 102431, 117188, 133300, 139056
52115, 64626, 81655, 91765, 92175, 104311, 119307, 127925, 135490
52389, 63229, 81818, 91850, 89883, 105888, 120573, 131240, 135152
52620, 63180, 82665, 88747, 90908, 105982, 124075, 132577, 136555
51036, 63119, 81453, 88884, 89911, 103970, 120783, 131892, 135041
52314, 61289, 84029, 90067, 91975, 106014, 117141, 134643, 139323
51616, 63038, 82848, 92237, 92675, 104511, 120134, 129107, 132978
50476, 63134, 83443, 88990, 92466, 103537, 123833, 132571, 135280
52687, 61874, 81154, 86636, 92585, 104449, 116697, 127230, 137662
50897, 63693, 80834, 85681, 91816, 102226, 117723, 149986, 145119
53714, 65425, 82896, 93470, 93555, 106943, 130400, 133307, 151702
56592, 65575, 84070, 87646, 91051, 105177, 121680, 128976, 142882
53215, 64768, 85396, 93965, 91289, 106900, 121531, 128509, 138991
50185, 63211, 79452, 94415, 91494, 106210, 123248, 133454, 133324
51404, 62401, 81318, 88044, 89530, 101346, 124207, 127202, 134184
51910, 61816, 79141, 86184, 91011, 102896, 119347, 128169, 142299
53176, 61667, 80244, 90363, 91855, 104097, 126378, 129881, 139146
52836, 63333, 84390, 90723, 93482, 103844, 123017, 133209, 145483
52009, 65109, 82143, 89590, 90397, 101686, 119740, 128351, 132424
52922, 61395, 83635, 90361, 90241, 106082, 125462, 136049, 142491
51821, 65568, 82369, 86979, 90584, 104571, 117796, 128649, 135000
51143, 61408, 78210, 86682, 90113, 105703, 119955, 138213, 140225
52369, 87523, 88619, 94970, 94387, 105415, 120365, 132258, 137315
51448, 63172, 83066, 91689, 93559, 107487, 120093, 133085, 139791
51753, 63137, 81788, 88849, 93442, 104222, 126312, 132514, 143924
51907, 65108, 82904, 90745, 93608, 103722, 117529, 128629, 138014
52030, 63375, 82864, 89629, 91293, 102732, 120736, 126741, 136947
51622, 62797, 82905, 91534, 92108, 106513, 120616, 131434, 141163
52200, 63523, 80993, 92105, 94009, 105646, 118612, 129956, 135078
52372, 62851, 84679, 90003, 92054, 103786, 118206, 130160, 136983
53354, 63392, 81362, 89506, 94836, 104820, 121036, 133901, 140094
52307, 63496, 82539, 87831, 92350, 105404, 121615, 130123, 137402
51052, 63447, 79498, 87789, 90271, 105378, 118139, 127238, 142083
51725, 63141, 81192, 88113, 91620, 102366, 123229, 128000, 137081
52898, 62527, 79551, 88817, 91274, 102232, 119865, 127963, 144255
53135, 64760, 81050, 91684, 92168, 103323, 123749, 133312, 136007
53143, 64324, 83331, 90493, 91916, 107619, 122380, 133531, 138002
54388, 65555, 87120, 92145, 92456, 107967, 117990, 128564, 134121
51151, 62372, 81330, 88683, 93202, 105070, 119392, 129884, 135674
49420, 64518, 83174, 91046, 92246, 104778, 122532, 134277, 137775
69273, 68001, 85922, 91125, 94065, 109568, 120284, 129847, 136074
52130, 64196, 85075, 90135, 92209, 105072, 120048, 131346, 137180
52099, 64434, 80652, 88445, 90657, 102209, 116370, 131804, 134054
50077, 62074, 80392, 85938, 92731, 102922, 120064, 139146, 139273
53091, 61852, 83067, 98016, 96353, 107164, 118650, 131936, 136834
50838, 64132, 84738, 88408, 91104, 104168, 115867, 129182, 134492
51154, 59734, 86571, 87691, 91911, 103032, 119204, 126643, 136593
52454, 63723, 80383, 87787, 90133, 102796, 117338, 129109, 136412
53435, 63194, 83201, 91306, 91383, 103148, 117891, 137077, 141868
53363, 63161, 84463, 89110, 95260, 104818, 129157, 127289, 145094
53765, 62854, 83043, 89058, 90522, 103899, 123957, 128017, 137390
52407, 63480, 79694, 91628, 91793, 102477, 119773, 133809, 136763
52555, 62545, 87574, 88319, 91029, 101151, 123893, 130210, 136436
53904, 62767, 85706, 89209, 89847, 103770, 117921, 129764, 133172
50074, 61881, 83566, 91120, 88689, 103383, 118387, 129312, 136216
53042, 62591, 83296, 86617, 91469, 103959, 126176, 129416, 137554
50841, 60332, 80413, 88705, 86199, 101706, 118585, 128408, 171788
56458, 66731, 79634, 88229, 92830, 106974, 118709, 131783, 140577
53022, 62011, 84574, 86733, 87697, 102486, 117318, 128349, 132517
51379, 61705, 79056, 89801, 91924, 101773, 113119, 129187, 136967
52934, 64020, 84076, 90696, 93878, 107174, 118076, 129272, 138431
52055, 64345, 84530, 92354, 91981, 106054, 115932, 130684, 132255
52332, 63374, 81299, 87253, 91141, 104399, 122217, 131060, 136215
52632, 63995, 81873, 89976, 93563, 103883, 123213, 130588, 140570
52903, 63018, 79930, 90437, 94228, 103818, 120205, 134937, 144111
53196, 64145, 83794, 92987, 94298, 109391, 119830, 133068, 140858
51464, 61611, 85445, 89698, 89987, 103472, 116423, 132253, 142542
53520, 61779, 83978, 91461, 92497, 104220, 126534, 131054, 136257
51486, 65767, 82891, 87591, 89868, 104454, 116777, 131894, 140793
53468, 62810, 84342, 90470, 91585, 102443, 122740, 125872, 134109
52518, 62677, 90649, 96926, 94962, 110845, 121239, 132449, 141463
50381, 61520, 83272, 89890, 91676, 108397, 122218, 129275, 142098
54451, 64654, 79536, 93853, 92579, 104404, 120752, 130571, 134347
52187, 64834, 81427, 90851, 90178, 104299, 115809, 133713, 147396
54096, 63026, 84307, 86006, 90780, 108830, 126484, 133922, 135768
51263, 63370, 80961, 89347, 90481, 101278, 122490, 129123, 135283
